,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_DAYS_CREDIT,BUREAU_CREDIT_DAY_OVERDUE,BUREAU_DAYS_CREDIT_ENDDATE,BUREAU_DAYS_ENDDATE_FACT,BUREAU_AMT_CREDIT_MAX_OVERDUE,BUREAU_CNT_CREDIT_PROLONG,BUREAU_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_DEBT,BUREAU_AMT_CREDIT_SUM_LIMIT,BUREAU_AMT_CREDIT_SUM_OVERDUE,BUREAU_DAYS_CREDIT_UPDATE,BUREAU_AMT_ANNUITY,PREV_APP_COUNT,PREV_AMT_ANNUITY,PREV_AMT_APPLICATION,PREV_AMT_CREDIT,PREV_AMT_DOWN_PAYMENT,PREV_AMT_GOODS_PRICE,PREV_HOUR_APPR_PROCESS_START,PREV_NFLAG_LAST_APPL_IN_DAY,PREV_RATE_DOWN_PAYMENT,PREV_RATE_INTEREST_PRIMARY,PREV_RATE_INTEREST_PRIVILEGED,PREV_DAYS_DECISION,PREV_SELLERPLACE_AREA,PREV_CNT_PAYMENT,PREV_DAYS_FIRST_DRAWING,PREV_DAYS_FIRST_DUE,PREV_DAYS_LAST_DUE_1ST_VERSION,PREV_DAYS_LAST_DUE,PREV_DAYS_TERMINATION,PREV_NFLAG_INSURED_ON_APPROVAL,POS_AMT_ANNUITY,POS_AMT_APPLICATION,POS_AMT_CREDIT,POS_AMT_DOWN_PAYMENT,POS_AMT_GOODS_PRICE,POS_HOUR_APPR_PROCESS_START,POS_NFLAG_LAST_APPL_IN_DAY,POS_RATE_DOWN_PAYMENT,POS_RATE_INTEREST_PRIMARY,POS_RATE_INTEREST_PRIVILEGED,POS_DAYS_DECISION,POS_SELLERPLACE_AREA,POS_CNT_PAYMENT,POS_DAYS_FIRST_DRAWING,POS_DAYS_FIRST_DUE,POS_DAYS_LAST_DUE_1ST_VERSION,POS_DAYS_LAST_DUE,POS_DAYS_TERMINATION,POS_NFLAG_INSURED_ON_APPROVAL,INSTA_NUM_INSTALMENT_VERSION,INSTA_NUM_INSTALMENT_NUMBER,INSTA_DAYS_INSTALMENT,INSTA_DAYS_ENTRY_PAYMENT,INSTA_AMT_INSTALMENT,INSTA_AMT_PAYMENT,CREDIT_MONTHS_BALANCE,CREDIT_AMT_BALANCE,CREDIT_AMT_CREDIT_LIMIT_ACTUAL,CREDIT_AMT_DRAWINGS_ATM_CURRENT,CREDIT_AMT_DRAWINGS_CURRENT,CREDIT_AMT_DRAWINGS_OTHER_CURRENT,CREDIT_AMT_DRAWINGS_POS_CURRENT,CREDIT_AMT_INST_MIN_REGULARITY,CREDIT_AMT_PAYMENT_CURRENT,CREDIT_AMT_PAYMENT_TOTAL_CURRENT,CREDIT_AMT_RECEIVABLE_PRINCIPAL,CREDIT_AMT_RECIVABLE,CREDIT_AMT_TOTAL_RECEIVABLE,CREDIT_CNT_DRAWINGS_ATM_CURRENT,CREDIT_CNT_DRAWINGS_CURRENT,CREDIT_CNT_DRAWINGS_OTHER_CURRENT,CREDIT_CNT_DRAWINGS_POS_CURRENT,CREDIT_CNT_INSTALMENT_MATURE_CUM,CREDIT_SK_DPD,CREDIT_SK_DPD_DEF
10,10,100014,0,Cash loans,F,N,Y,1,112500.0,652500.0,21177.0,652500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0228,-10197,-679,-4427.0,-738,12.061090818687727,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,15,0,0,0,0,0,0,Medicine,0.319760172,0.651862333,0.363945239,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-844.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,-1095.375,0.0,-387.375,-821.3333332999998,3726.3525,0.0,341241.5531,151642.8,0.0,0.0,-615.875,0.0,2,12806.55,96536.25,102834.0,0.0,96536.25,13.5,1.0,0.0,0.0,0.0,-473.0,765.0,9.0,365243.0,-438.5,-198.5,182380.0,182384.0,0.0,12806.55,96536.25,102834.0,0.0,96536.25,13.5,1.0,0.0,0.0,0.0,-473.0,765.0,9.0,365243.0,-438.5,-198.5,182380.0,182384.0,0.0,1.0,6.263157895,-576.2631579,-584.4736842,11826.20605,8783.197105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,100015,0,Cash loans,F,N,Y,0,38419.155,148365.0,10678.5,135000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-20417,365243,-5246.0,-2512,12.061090818687727,1,0,0,1,1,0,,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,0.72204445,0.5551831620000001,0.6528965520000001,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-2396.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,-947.75,0.0,-598.25,-555.5,0.0,0.0,102373.875,0.0,0.0,0.0,-551.25,0.0,1,7666.92,68850.0,67077.0,6885.0,68850.0,8.0,1.0,0.101381668,0.0,0.0,-2396.0,110.0,10.0,365243.0,-2360.0,-2090.0,-2090.0,-2084.0,1.0,7666.92,68850.0,67077.0,6885.0,68850.0,8.0,1.0,0.101381668,0.0,0.0,-2396.0,110.0,10.0,365243.0,-2360.0,-2090.0,-2090.0,-2084.0,1.0,1.0,5.5,-2225.0,-2237.9,7658.6805,7658.6805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,100016,0,Cash loans,F,N,Y,0,67500.0,80865.0,5881.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13439,-2717,-311.0,-3227,12.061090818687727,1,1,1,1,1,0,Laborers,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.464831117,0.7150418190000001,0.17665257899999998,0.0825,0.08844221905180052,0.9811,0.752471432592686,0.04462071541135205,0.0,0.2069,0.1667,0.2318935004905069,0.0135,0.10077477495068153,0.0778,0.008808672617213057,0.0,0.084,0.08754321224758604,0.9811,0.759637322733821,0.04255313775014676,0.0,0.2069,0.1667,0.22805849255070595,0.0138,0.1056448567494209,0.081,0.008076387544283468,0.0,0.0833,0.08795485466574764,0.9811,0.7557462721917102,0.044595101785290435,0.0,0.2069,0.1667,0.2316249380492925,0.0137,0.10195447324073252,0.0792,0.008651013330213151,0.0,reg oper account,block of flats,0.0612,,No,0.0,0.0,0.0,0.0,-2370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,-618.4285714,0.0,-217.1428571,-929.6666667000003,0.0,0.0,67854.85714,12744.9,0.0,0.0,-405.85714289999993,0.0,4,8593.155,120745.125,106221.375,15690.375,120745.125,13.0,1.0,0.081681818,0.0,0.0,-1779.5,167.5,17.0,365243.0,-1550.333333,-980.3333332999997,-1050.333333,-1045.666667,0.333333333,8593.155,120745.125,106221.375,15690.375,120745.125,13.0,1.0,0.081681818,0.0,0.0,-1779.5,167.5,17.0,365243.0,-1550.333333,-980.3333332999997,-1050.333333,-1045.666667,0.333333333,1.013513514,9.608108108,-1296.202703,-1297.581081,10739.82892,8391.646216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,100017,0,Cash loans,M,Y,N,1,225000.0,918468.0,28966.5,697500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-14086,-3028,-643.0,-4911,23.0,1,1,0,1,0,0,Drivers,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.5021298056569102,0.566906613,0.77008707,0.1474,0.0973,0.9806,0.7348,0.0582,0.16,0.1379,0.3333,0.375,0.0931,0.1202,0.1397,0.0,0.0,0.1502,0.101,0.9806,0.7452,0.0587,0.1611,0.1379,0.3333,0.375,0.0952,0.1313,0.1456,0.0,0.0,0.1489,0.0973,0.9806,0.7383,0.0585,0.16,0.1379,0.3333,0.375,0.0947,0.1223,0.1422,0.0,0.0,reg oper account,block of flats,0.1417,Panel,No,0.0,0.0,0.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1944.333333,0.0,-1512.333333,-1677.8333329999996,0.0,0.0,143295.0,0.0,0.0,0.0,-1594.333333,0.0,2,14375.4075,176665.5,175565.25,19152.0,176665.5,16.5,1.0,0.106529446,0.0,0.0,-1526.5,1454.0,17.0,365243.0,-1489.5,-1009.5,181557.5,181560.5,0.5,14375.4075,176665.5,175565.25,19152.0,176665.5,16.5,1.0,0.106529446,0.0,0.0,-1526.5,1454.0,17.0,365243.0,-1489.5,-1009.5,181557.5,181560.5,0.5,1.0,8.833333332999999,-951.6666667000003,-962.5333333,13508.9205,13508.9205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,100018,0,Cash loans,F,N,Y,0,189000.0,773680.5,32778.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14583,-203,-615.0,-2056,12.061090818687727,1,1,0,1,0,0,Laborers,2.0,2,1,MONDAY,9,0,0,0,0,0,0,Transport: type 2,0.721939769,0.642656205,0.5108529061736915,0.3495,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.6667,0.7083,0.1758,0.2849,0.3774,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,0.3811,Panel,No,0.0,0.0,0.0,0.0,-188.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193930646,0.007000210532647599,0.0343619356973142,0.26739526000781977,0.2654741495984841,1.899974435321363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,38669.70375,298363.4663,285989.5913,14295.375,298363.4663,15.25,1.0,0.027229201,0.0,0.0,-755.25,619.5,10.0,365243.0,-905.6666667000003,-655.6666667000002,121057.6667,121061.3333,0.0,38669.70375,298363.4663,285989.5913,14295.375,298363.4663,15.25,1.0,0.027229201,0.0,0.0,-755.25,619.5,10.0,365243.0,-905.6666667000003,-655.6666667000002,121057.6667,121061.3333,0.0,1.208333333,5.041666667,-997.3333332999997,-1004.208333,49114.6425,49114.6425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,100019,0,Cash loans,M,Y,Y,0,157500.0,299772.0,20160.0,247500.0,Family,Working,Secondary / secondary special,Single / not married,Rented apartment,0.020713,-8728,-1157,-3494.0,-1368,17.0,1,1,0,1,0,0,Laborers,1.0,3,3,SATURDAY,6,0,0,0,1,1,0,Business Entity Type 2,0.115634337,0.34663398100000004,0.6785676890000001,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-925.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-495.0,0.0,5441.0,0.0,0.0,0.0,360000.0,122735.07,135000.0,0.0,-26.5,27000.0,1,10518.615,84136.5,104683.5,0.0,84136.5,10.0,1.0,0.0,0.0,0.0,-925.0,1000.0,12.0,365243.0,-894.0,-564.0,-714.0,-705.0,0.0,10518.615,84136.5,104683.5,0.0,84136.5,10.0,1.0,0.0,0.0,0.0,-925.0,1000.0,12.0,365243.0,-894.0,-564.0,-714.0,-705.0,0.0,1.5,4.25,-796.5,-827.0,15090.46875,20636.62875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,100020,0,Cash loans,M,N,N,0,108000.0,509602.5,26149.5,387000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-12931,-1317,-6392.0,-3866,12.061090818687727,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,12,0,0,0,1,1,0,Government,0.5021298056569102,0.23637784,0.062103038,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,-261.5,0.0,-32.5,-223.0,0.0,0.0,49871.25,30772.125,0.0,0.0,-130.75,0.0,2,7254.5175,39206.25,41706.0,0.0,39206.25,10.5,1.0,0.0,0.0,0.0,-357.5,300.0,7.0,365243.0,-326.0,-146.0,182476.0,182479.5,0.0,7254.5175,39206.25,41706.0,0.0,39206.25,10.5,1.0,0.0,0.0,0.0,-357.5,300.0,7.0,365243.0,-326.0,-146.0,182476.0,182479.5,0.0,1.0,3.769230769,-234.0769231,-242.6923077,7136.958462000001,7136.958462000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,100021,0,Revolving loans,F,N,Y,1,81000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143.0,-2427,12.061090818687727,1,1,0,1,0,0,Laborers,3.0,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.5021298056569102,0.6835133459999999,0.5108529061736915,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,4.0,0.0,4.0,0.0,-2811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193930646,0.007000210532647599,0.0343619356973142,0.26739526000781977,0.2654741495984841,1.899974435321363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10686.165,40961.25,153615.75,3770.1,49153.5,15.66666667,1.0,0.106606178,0.0,0.0,-943.8333332999997,2073.0,7.0,365243.0,72171.4,72363.4,145338.0,72234.4,0.0,10686.165,40961.25,153615.75,3770.1,49153.5,15.66666667,1.0,0.106606178,0.0,0.0,-943.8333332999997,2073.0,7.0,365243.0,72171.4,72363.4,145338.0,72234.4,0.0,1.086956522,3.652173913,-1010.913043,-1023.217391,9059.022391,9059.022391,-10.0,0.0,675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,100022,0,Revolving loans,F,N,Y,0,112500.0,157500.0,7875.0,157500.0,Other_A,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-17718,-7804,-8751.0,-1259,12.061090818687727,1,1,0,1,1,0,Laborers,1.0,1,1,FRIDAY,13,0,0,0,0,0,0,Housing,0.5021298056569102,0.706428403,0.556727426,0.0278,0.0617,0.9881,0.8368,0.0018,0.0,0.1034,0.0833,0.125,0.0279,0.0227,0.029,0.0,0.0,0.0284,0.064,0.9881,0.8432,0.0018,0.0,0.1034,0.0833,0.125,0.0286,0.0248,0.0302,0.0,0.0,0.0281,0.0617,0.9881,0.8390000000000001,0.0018,0.0,0.1034,0.0833,0.125,0.0284,0.0231,0.0295,0.0,0.0,reg oper account,block of flats,0.0238,"Stone, brick",No,8.0,0.0,8.0,0.0,-239.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-337.0,0.0,940.0,0.0,0.0,0.0,528750.0,205276.5,0.0,0.0,-28.0,0.0,1,6765.975,89091.0,103203.0,0.0,89091.0,18.0,1.0,0.0,0.0,0.0,-239.0,-1.0,18.0,365243.0,-209.0,301.0,365243.0,365243.0,1.0,6765.975,89091.0,103203.0,0.0,89091.0,18.0,1.0,0.0,0.0,0.0,-239.0,-1.0,18.0,365243.0,-209.0,301.0,365243.0,365243.0,1.0,1.0,4.0,-119.0,-142.4285714,6765.975,6765.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,100023,0,Cash loans,F,N,Y,1,90000.0,544491.0,17563.5,454500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.015221,-11348,-2038,-1021.0,-3964,12.061090818687727,1,1,1,1,1,0,Core staff,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.5021298056569102,0.58661714,0.477649155,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-1850.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,-1164.384615,0.0,-364.9166667,-997.3,2720.85,0.0,126591.7188,13703.85,0.0,0.0,-634.0769231,0.0,4,8895.8925,98746.875,113517.0,8435.25,98746.875,10.0,1.0,0.098669452,0.0,0.0,-1215.75,382.0,12.5,365243.0,90199.75,90552.25,90372.25,90377.25,0.5,8895.8925,98746.875,113517.0,8435.25,98746.875,10.0,1.0,0.098669452,0.0,0.0,-1215.75,382.0,12.5,365243.0,90199.75,90552.25,90372.25,90377.25,0.5,1.115384615,5.807692307999999,-1607.230769,-1622.884615,18982.58019,18982.58019,-7.5,0.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,100024,0,Revolving loans,M,Y,Y,0,135000.0,427500.0,21375.0,427500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18252,-4286,-298.0,-1800,7.0,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Self-employed,0.565654882,0.113374513,0.5108529061736915,0.0722,0.0801,0.9781,0.7008,0.04462071541135205,0.0,0.1379,0.1667,0.0417,0.0534,0.0588,0.0619,0.0,0.0,0.0735,0.0831,0.9782,0.7125,0.04255313775014676,0.0,0.1379,0.1667,0.0417,0.0546,0.0643,0.0645,0.0,0.0,0.0729,0.0801,0.9781,0.7048,0.044595101785290435,0.0,0.1379,0.1667,0.0417,0.0543,0.0599,0.063,0.0,0.0,reg oper account,block of flats,0.053,"Stone, brick",No,0.0,0.0,0.0,0.0,-296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193930646,0.007000210532647599,0.0343619356973142,0.26739526000781977,0.2654741495984841,1.899974435321363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
